reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
1df40523-8828-44f4-b4cd-e5dc6707a105,Daffa Alfarizi Hermawan,https://play-lh.googleusercontent.com/a-/ALV-UjXqj5CKqEmiCYNh-c4m8vrYIW3Zcrfb3hHD4PjKKtFuDuVCzHs,gw pas mau download Roblox bikin delta malah ke awal lagi delta nya,5,0,,2026-04-22 22:47:10,,,
9d7cbb6e-f973-4dcb-8f78-1684e261a7c7,Dinda Sri Assyfa,https://play-lh.googleusercontent.com/a/ACg8ocKkbYvAt0q0ErcNwElB_uO5cGza6Fq_adp2ieY8QTK5fnrZaQ=mo,disuruh upgrade mulu,1,0,,2026-04-22 22:44:48,,,
526be8bb-ab15-43ea-b22b-d7f24a7d34b3,Lita Za,https://play-lh.googleusercontent.com/a/ACg8ocIkG1hM6WgS22OXfJHliD45I5u_PGsJbnuKDQwZulhs1Tjv8g=mo,bintang🌟🌟🌟⭐⭐good,5,0,2.715.1115,2026-04-22 22:40:29,,,2.715.1115
114eda15-8a0a-4297-87fe-ffb311187cd9,Shasha Shifa,https://play-lh.googleusercontent.com/a-/ALV-UjWNU3xcUA9YhCAdVoopNLS3F2P9I3Trb2r49YcnIPOVCeSZuBA,makin kesini roblox makin... gimana ya kurang suka sama rules barunya..,2,0,2.717.985,2026-04-22 22:39:50,,,2.717.985
9aec06fc-4f27-49e8-b3fa-646fcd93e060,Denis Denis al hafiz,https://play-lh.googleusercontent.com/a-/ALV-UjVo3PKoSdg06C0eiwurJJc_hNQYvUbJxaj74BAyQg7hgjqgmKFU,gamenya keren dan bagus,5,0,2.717.985,2026-04-22 22:35:40,,,2.717.985
a17c0349-025e-42d3-8ce4-f47e3fc549ba,safira andini,https://play-lh.googleusercontent.com/a-/ALV-UjXesbQQ3cBOrYXXytI2v6qQjMtbry2G6vY-dRkRcgjIW2yMTtPk,menurut aku aku suka game ini karna banyak permainan lainnya jadi tidak bosan,5,0,,2026-04-22 22:31:33,,,
783b96b3-d4af-4446-8469-22d475050dc0,Amelya Putri,https://play-lh.googleusercontent.com/a/ACg8ocJCvDXAf6zHuxbKSqPQLlBsJeQVzpofvxn09COszneE52LQEw=mo,bagus,5,0,2.717.985,2026-04-22 22:29:49,,,2.717.985
12954712-fdc1-4e7e-b00a-fe798cb10616,Bisma Faiz muayad,https://play-lh.googleusercontent.com/a/ACg8ocKxPmSe_AR0DesKMzcmxNXxi2TPUagg7DVbhdM5OrkiUrfMLA=mo,knp gw kasih bintang 3 karna akun gw GK bisa diganti negaranya diri negara Vietnam ke indonesia,3,0,,2026-04-22 22:29:02,,,
eca2f302-7fd0-49f8-b93a-4a33a9f5f55f,Kahyangan Cintya,https://play-lh.googleusercontent.com/a-/ALV-UjXEHDXLOcaXjK3YSaqU4CZGbazR8DlQbfLg0GHfAHJmg8wIHeE,game ini sangat bagus 😎👍,5,0,2.717.985,2026-04-22 22:24:35,,,2.717.985
0efd9426-c0a1-49e5-8951-0d6343c85458,Rizky Kce,https://play-lh.googleusercontent.com/a/ACg8ocJ-_uNYQUo9lbRCue5waOIJAI0Ao2bhBVYEnnF3O4Vj3AkN3A=mo,asik game nya,5,0,,2026-04-22 22:24:10,,,
